,word,word_cut
2015,逻辑元件,逻辑n 元件n
2016,接线盒,接线盒n
2017,仪表槽板,仪表n 槽ng 板ng
2018,电缆吊架,电缆n 吊架n
2019,出线套,出线n 套q
2020,电气图纸目录,电气n 图纸n 目录n
2021,电力系统图,电力系统l 图n
2022,照明系统图,照明v 系统n 图n
2023,电力平面布置图,电力n 平面布置n 图n
2024,照明平面布置图,照明v 平面布置n 图n
2025,单线图,单线n 图n
2026,控制箱面部布置图,控制箱n 面部f 布置图nr
2027,背部接线图,背部f 接线图n
2028,外部接线图,外部f 接线图n
2029,内部接线图,内部f 接线图n
2030,控制原理图,控制v 原理图n
2031,原理图,原理图n
2032,展开图,展开v 图n
2033,电气标准图,电气n 标准图n
2034,电气施工图,电气n 施工图nr
2035,复用图,复用v 图n
2036,电缆联系图,电缆n 联系n 图n
2037,转换开关接点图,转换开关l 接点n 图n
2038,箱侧视图,箱q 侧视图n
2039,正视图,正视图n
2040,背视图,背v 视图n
2041,剖面图,剖面图n
2042,参考图,参考v 图n
2043,电缆敷设图,电缆n 敷设v 图n
2044,箱内框架布置图,箱内s 框架n 布置图nr
2045,控制箱台面展开图,控制箱n 台面n 展开v 图n
2046,出线端子示意图,出线n 端子n 示意图n
2047,端子接线图,端子n 接线图n
2048,电气管线表,电气n 管线n 表v
2049,设备材料表,设备vn 材料n 表v
2050,额定值,额定值n
2051,整定值,整定值n
2052,主启动设备回路,主b 启动vn 设备vn 回路v
2053,导线型号芯数截面及管径,导线n 型号n 芯数n 截面v 及c 管径n
2054,线长,线n 长a
2055,管长,管长n
2056,启动设备,启动vn 设备vn
2057,型号规格,型号n 规格n
2058,保护元件,保护v 元件n
2059,计量装置,计量n 装置n
2060,用电设备主回路,用电n 设备vn 主b 回路v
2061,控制回路,控制v 回路v
2062,控制装置,控制v 装置n
2063,用电设备,用电n 设备vn
2064,生产设备,生产vn 设备vn
2065,位号,位号n
2066,配电箱,配电箱nz
2067,型号及编号,型号n 及c 编号n
2068,开关型号,开关v 型号n
2069,回路编号,回路v 编号n
2070,相别,相v 别r
2071,灯数,灯数n
2072,插座数,插座n 数n
2073,电缆编号,电缆n 编号n
2074,母线截面,母线n 截面v
2075,零母线,零m 母线n
2076,屏编号,屏n 编号n
2077,型号及方案号,型号n 及c 方案n 号m
2078,控制原理图号,控制v 原理图n 号m
2079,工艺位号,工艺n 位号n
2080,电工系统图图形符号,电工n 系统n 图n 图形符号n
2081,交流电的相别,交流电n 的uj 相别d
2082,直流电的正负极,直流电n 的uj 正负极n
2083,有中性点引出线的星形连接的三相绕组,有v 中性点n 引出v 线n 的uj 星形n 连接v 的uj 三相n 绕组n
2084,开口三角形连接的三相绕组,开口n 三角形n 连接v 的uj 三相n 绕组n
2085,互相连接的导线,互相d 连接v 的uj 导线n
2086,不连接的跨越导线,不d 连接v 的uj 跨越v 导线n
2087,可拆卸的电气连接,可拆卸v 的uj 电气n 连接v
2088,电缆终端头,电缆n 终端n 头n
2089,自耦变压器,自p 耦vn 变压器n
2090,调压器,调压器n
2091,凸极同步电动机,凸极n 同步d 电动机n
2092,带接换装置的蓄电池组,带v 接换v 装置n 的uj 蓄电池n 组zg
2093,保持触点,保持v 触点n
2094,热元件,热n 元件n
2095,自动复位的操作开关,自动vn 复位v 的uj 操作v 开关v
2096,插接器,插接v 器n
2097,电喇叭,电喇叭n
2098,电炉,电炉n
2099,可控硅整流箱屏,可控硅nz 整流b 箱屏n
2100,磁力起动器组,磁力n 起动器n 组zg
2101,自动开关箱,自动开关l 箱q
2102,局部灯,局部n 灯n
2103,荧光灯列,荧光灯n 列v
2104,防护式灯开关,防护v 式k 灯n 开关v
2105,导线引上,导线n 引v 上f
2106,导线引下,导线n 引v 下f
2107,导线由上引来,导线n 由p 上f 引来v
2108,导线由下引来,导线n 由下c 引来v
2109,电缆沟,电缆沟n
2110,隔离变压器,隔离v 变压器n
2111,击穿保护器,击穿v 保护器n
2112,地坪,地坪n
2113,电缆与水管平行,电缆n 与p 水管n 平行n
2114,电缆与热力管道交叉敷设,电缆n 与p 热力n 管道n 交叉n 敷设v
2115,车道,车道n
2116,电缆穿管与管道交叉,电缆n 穿管v 与p 管道n 交叉n
2117,双单侧支架电缆沟,双n 单侧n 支架n 电缆沟n
2118,室外地坪,室外s 地坪n
2119,跨接线,跨v 接线n
2120,金属软管,金属软管n
2121,过渡接头,过渡v 接头v
2122,带负荷插拔连接器,带v 负荷n 插拔n 连接器l
2123,不带电插拔连接器,不d 带电插v 拔v 连接器l
2124,推拉连接器,推拉v 连接器l
2125,直角连接器,直角n 连接器l
2126,接触件交错排列的连接器,接触v 件zg 交错v 排列v 的uj 连接器l
2127,防斜插连接器,防v 斜插v 连接器l
2128,拉脱连接器,拉脱nrt 连接器l
2129,快速分离连接器,快速d 分离v 连接器l
2130,接地连接器,接地v 连接器l
2131,穿剌绝缘连接器,穿v 剌v 绝缘n 连接器l
2132,对接连接器,对接v 连接器l
2133,具有分断能力的连接器,具有v 分断d 能力n 的uj 连接器l
2134,圆形连接器,圆形n 连接器l
2135,电源端,电源n 端v
2136,终端,终端n
2137,机架和面板连接器,机架n 和c 面板n 连接器l
2138,地线夹,地线n 夹v
2139,耦合连接器,耦合vn 连接器l
2140,屏蔽连接器,屏蔽n 连接器l
2141,边缘插座连接器,边缘n 插座n 连接器l
2142,密封连接器,密封ns 连接器l
2143,浮动安装连接器,浮动vn 安装v 连接器l
2144,无极性连接器,无v 极性n 连接器l
2145,气密封连接器,气n 密封ns 连接器l
2146,连接器转接器,连接器l 转接器n
2147,不可重复接线连接器,不可v 重复d 接线n 连接器l
2148,印制板连接器,印制板n 连接器l
2149,类设备连接器,类q 设备vn 连接器l
2150,矩形连接器,矩形n 连接器l
2151,耐火连接器,耐火a 连接器l
2152,无分断能力的连接器,无v 分断d 能力n 的uj 连接器l
2153,可分离连接器,可v 分离v 连接器l
2154,屏蔽可分离连接器,屏蔽n 可v 分离v 连接器l
2155,螺栓式可分离连接器,螺栓n 式k 可v 分离v 连接器l
2156,插入式可分离连接器,插入式n 可v 分离v 连接器l
2157,非屏蔽可分离连接器,非h 屏蔽n 可v 分离v 连接器l
2158,连接器,连接器l
2159,兼容连接器,兼容v 连接器l
2160,绝缘刺破连接,绝缘n 刺破v 连接v
2161,弹性卡夹连接,弹性n 卡夹nr 连接v
2162,绝缘位移连接,绝缘n 位移v 连接v
2163,可接触绝缘位移连接,可v 接触v 绝缘n 位移v 连接v
2164,不可接触绝缘位移连接,不可v 接触v 绝缘n 位移v 连接v
2165,紧固互联,紧固a 互联v
2166,绕接连接,绕接v 连接v
2167,改进型绕接连接,改进型n 绕接v 连接v
2168,通用型绕接连接,通用型n 绕接v 连接v
2169,气密性连接区域,气密性n 连接v 区域n
2170,冷端引线,冷端n 引线n
2171,引出棒,引出v 棒zg
2172,压入式连接,压入n 式k 连接v
2173,熔焊连接,熔焊n 连接v
2174,预绝缘连接,预v 绝缘n 连接v
2175,无焊连接,无焊b 连接v
2176,压接连接,压接v 连接v
2177,锡焊连接,锡焊nz 连接v
2178,连接件,连接件n
2179,金属屏蔽层的特殊互联,金属n 屏蔽n 层q 的uj 特殊a 互联v
2180,荷电保持能力控制台,荷电nt 保持v 能力n 控制台v
2181,气体控制器,气体n 控制器n
2182,外气体控制器,外f 气体n 控制器n
2183,内气体控制器,内n 气体n 控制器n
2184,单位电耗,单位n 电耗n
2185,单位电极消耗,单位n 电极n 消耗n
2186,凹陷制造商,凹陷v 制造商n
2187,触头,触头v
2188,触点,触点n
2189,表面势垒触点,表面n 势垒n 触点n
2190,转换触点,转换v 触点n
2191,先合后断转换触点,先合n 后f 断v 转换v 触点n
2192,先断后合转换触点,先d 断后d 合v 转换v 触点n
2193,搭锁接触件,搭锁v 接触v 件zg
2194,滤波接触件,滤波n 接触v 件zg
2195,舌簧触点,舌簧n 触点n
2196,绝缘刺破接端,绝缘n 刺破v 接端n
2197,推入式接触件,推入v 式k 接触v 件zg
2198,压接接触件,压接v 接触v 件zg
2199,锡焊接触件,锡焊nz 接触v 件zg
2200,同轴接触件,同轴n 接触v 件zg
2201,开关触头,开关v 触头v
2202,后插接触件,后f 插v 接触v 件zg
2203,动断触点,动断v 触点n
2204,动合触点,动合n 触点n
2205,后松接触件,后松n 接触v 件zg
2206,前松接触件,前松n 接触v 件zg
2207,直接接触,直接ad 接触v
2208,电接触,电n 接触v
2209,阴同轴接触件,阴a 同轴n 接触v 件zg
2210,插孔接触件,插孔n 接触v 件zg
2211,无极性接触件,无v 极性n 接触v 件zg
2212,间接接触,间接b 接触v
2213,双叉接触件,双叉n 接触v 件zg
2214,分叉触点,分叉v 触点n
2215,音叉接触件,音叉n 接触v 件zg
2216,阳同轴接触件,阳nr 同轴n 接触v 件zg
2217,插针接触件,插针n 接触v 件zg
2218,绝缘位移接端,绝缘n 位移v 接端n
2219,不可重复使用的绝缘位移接端,不可v 重复使用l 的uj 绝缘n 位移v 接端n
2220,可重复使用的绝缘位移接端,可v 重复使用l 的uj 绝缘n 位移v 接端n
2221,热电偶接触件,热电偶n 接触v 件zg
2222,刀形接触件,刀形n 接触v 件zg
2223,单触点,单n 触点n
2224,三同轴接触件,三m 同轴n 接触v 件zg
2225,阴三同轴接触件,阴三nr 同轴n 接触v 件zg
2226,阳三同轴接触件,阳三nr 同轴n 接触v 件zg
2227,屏蔽双心接触件,屏蔽n 双心n 接触v 件zg
2228,强制定位触点,强制v 定位n 触点n
2229,弹性接触件,弹性n 接触v 件zg
2230,先通后断接触件,先通n 后f 断v 接触v 件zg
2231,特种接触件,特种n 接触v 件zg
2232,放射性气溶胶测量仪,放射性n 气溶胶n 测量仪nz
2233,放射性空气污染测量仪,放射性n 空气污染i 测量仪nz
2234,放射性表面污染测量仪污染物,放射性n 表面n 污染vn 测量仪nz 污染物n
2235,放射性污染,放射性n 污染vn
2236,外套,外套n
2237,闭路闪络,闭路n 闪络n
2238,闪络,闪络n
2239,环应力,环v 应力v
2240,老化应力,老化n 应力v
2241,潜在破坏应力,潜在t 破坏v 应力v
2242,供电协议,供电vn 协议n
2243,接网协议配对电极螺旋扎紧带,接网v 协议n 配对v 电极n 螺旋n 扎紧a 带v
2244,机箱控制器,机箱n 控制器n
2245,热对流,热对流n
2246,强迫对流,强迫a 对流n
2247,自然对流,自然d 对流n
2248,重合,重合vn
2249,转换,转换v
2250,模数转换,模数转换l
2251,内转换,内转换i
2252,线性转换,线性n 转换v
2253,非线性转换,非线性b 转换v
2254,数模转换转换器,数模转换i 转换器l
2255,变流器,变流器n
2256,变换体,变换v 体n
2257,超声换能器,超声v 换能器nz
2258,幅度时间变换器,幅度n 时间n 变换器l
2259,模数转换器,模数转换器l
2260,晶闸管变频器,晶闸管n 变频器n
2261,晶体管变频器,晶体管n 变频器n
2262,变频器,变频器n
2263,移波剂,移v 波剂n
2264,中子转换器,中子n 转换器l
2265,变相器,变相n 器n
2266,负阻抗转换器,负v 阻抗v 转换器l
2267,理想阻抗转换器,理想n 阻抗v 转换器l
2268,磁致伸缩换能器,磁致v 伸缩v 换能器nz
2269,时间数字变换器,时间n 数字n 变换器l
2270,数模转换器,数模转换i 器n
2271,并串转换器,并c 串v 转换器l
2272,串并转换器,串v 并c 转换器l
2273,时间幅度变换器,时间n 幅度n 变换器l
2274,旋转变频器,旋转v 变频器n
2275,电缆支架软线,电缆n 支架n 软线n
2276,仪表导线,仪表n 导线n
2277,定值导线,定值n 导线n
2278,延伸成套线成套线,延伸v 成套a 线n 成套a 线n
2279,密封料,密封ns 料v
2280,连接器体,连接器l 体n
2281,接头盒,接头盒n
2282,透热感应加热器,透热v 感应v 加热器n
2283,电极加热器,电极n 加热器n
2284,电极流水加热器,电极n 流水n 加热器n
2285,感应加热器,感应v 加热器n
2286,表面感应加热器,表面n 感应v 加热器n
2287,红外陶瓷加热器,红外nr 陶瓷n 加热器n
2288,焊炬主体,焊炬nz 主体n
2289,电弧炉炉体,电弧炉n 炉体n
2290,微粒,微粒n
2291,轮廓校正器,轮廓n 校正器n
2292,黑电平校正器,黑a 电平n 校正器n
2293,彩色矩阵校正器,彩色n 矩阵n 校正器n
2294,分辨时间校正,分辨时间n 校正n
2295,双金属接线端子,双金属n 接线n 端子n
2296,接线端子,接线n 端子n
2297,流线形接线端子,流线形n 接线n 端子n
2298,耗尽层,耗尽层z
2299,厚膜,厚膜n
2300,转换区,转换v 区n
2301,薄膜,薄膜n
2302,光导层,光导n 层q
2303,光敏层,光敏nr 层q
2304,排烟弯管浇铸库仑表,排烟v 弯管v 浇铸v 库仑ns 表v
2305,热切割,热n 切割v
2306,过热切断装置,过热v 切断v 装置n
2307,耦合,耦合vn
2308,电容性耦合,电容n 性n 耦合vn
2309,星形联结,星形n 联结v
2310,多边形连接,多边形n 连接v
2311,联结,联结v
2312,电感性耦合,电n 感性n 耦合vn
2313,反抗力矩,反抗v 力矩n
2314,阻尼力矩,阻尼n 力矩n
2315,制动力矩,制动v 力矩n
2316,连接力矩,连接v 力矩n
2317,偏转力矩,偏转v 力矩n
2318,总线耦合器,总线n 耦合vn 器n
2319,自动切断电源,自动vn 切断v 电源n
2320,紧急分闸,紧急a 分闸vn
2321,机械维修分闸,机械n 维修v 分闸vn
2322,猝灭,猝灭v
2323,连接器额定电流,连接器l 额定电流n
2324,有功电流,有功a 电流n
2325,周期载流量,周期t 载v 流量n
2326,交流电流,交流n 电流n
2327,容性电流,容性n 电流n
2328,电化电流,电化n 电流n
2329,直流电流,直流电n 流n
2330,约定动作电流,约定v 动作n 电流n
2331,约定不动作电流,约定v 不d 动作n 电流n
2332,擎住电流,擎住v 电流n
2333,栅极触发电流,栅极n 触发v 电流n
2334,最大输入电流,最大a 输入v 电流n
2335,电离电流,电离n 电流n
2336,暗电流,暗电流n
2337,额定输入电流,额定b 输入v 电流n
2338,额定最大输入电流,额定b 最大a 输入v 电流n
2339,最大有效输入电流,最大a 有效a 输入v 电流n
2340,保护导体电流,保护v 导体n 电流n
2341,电弧电流,电弧n 电流n
2342,基本电流,基本n 电流n
2343,控制电流,控制v 电流n
2344,切换电流,切换v 电流n
2345,电导电流,电导n 电流n
2346,传导电流,传导电流n
2347,触点电流,触点n 电流n
2348,接触电流,接触v 电流n
2349,输出电路条件短路电流,输出v 电路n 条件n 短路n 电流n
2350,额定短时发热电流,额定b 短时b 发热v 电流n
2351,放电电流,放电v 电流n
2352,启动电流,启动vn 电流n
2353,去极化电流,去极化n 电流n
2354,去电化电流,去v 电化n 电流n
2355,固体输出电路漏电流,固体a 输出v 电路n 漏v 电流n
2356,泄漏电流,泄漏v 电流n
2357,多相线电流,多相d 线n 电流n
2358,基本回路电流,基本n 回路v 电流n
2359,中性导体电流,中性n 导体n 电流n
2360,栅极不触发电流,栅极n 不d 触发v 电流n
2361,极化电流,极化n 电流n
2362,饱和电流,饱和电流n
2363,输出电流,输出v 电流n
2364,最大输出电流,最大a 输出v 电流n
2365,反向输出电流,反向v 输出v 电流n
2366,额定最大焊接电流,额定b 最大a 焊接v 电流n
2367,额定最小焊接电流,额定b 最小a 焊接v 电流n
2368,电源电流,电源n 电流n
2369,过负荷电流,过ug 负荷n 电流n
2370,设计电流,设计vn 电流n
2371,剩余电流,剩余v 电流n
2372,额定动态电流,额定b 动态n 电流n
2373,焊接电流,焊接v 电流n
2374,约定焊接电流,约定v 焊接v 电流n
2375,维持电流,维持v 电流n
2376,感性电流,感性n 电流n
2377,初始启动电流,初始v 启动vn 电流n
2378,输出电路极限短时电流,输出v 电路n 极限a 短时b 电流n
2379,短时极限电流,短时b 极限a 电流n
2380,输出电路极限连续电流,输出v 电路n 极限a 连续a 电流n
2381,最大电流,最大a 电流n
2382,最小点燃电流,最小a 点燃v 电流n
2383,非有功电流,非h 有功a 电流n
2384,主电流,主b 电流n
2385,焊接最大短路电流,焊接v 最大a 短路n 电流n
2386,特性曲线,特性n 曲线n
2387,磁电阻特性曲线,磁n 电阻n 特性n 曲线n
2388,光子发射曲线,光子n 发射v 曲线n
2389,校准曲线,校准n 曲线n
2390,衰变曲线,衰变v 曲线n
2391,甄别器曲线,甄别v 器n 曲线n
2392,光谱响应曲线,光谱n 响应v 曲线n
2393,闭曲线,闭v 曲线n
2394,定向曲线,定向n 曲线n
2395,折线,折线n
2396,曲线,曲线n
2397,频率响应特性图,频率响应n 特性n 图n
2398,成圈电缆,成圈n 电缆n
2399,电子邮件消息,电子邮件n 消息n
2400,运行短路,运行v 短路n
2401,试验短路,试验vn 短路n
2402,线间短路,线n 间f 短路n
2403,衔铁,衔铁v
2404,线对地短路,线n 对p 地n 短路n
2405,表盖,表盖v
2406,电池盖端子盖起绉坩埚,电池n 盖v 端子n 盖起v 绉n 坩埚n
2407,陶瓷坩埚,陶瓷n 坩埚n
2408,导电坩埚,导电n 坩埚n
2409,非导电坩埚,非h 导电n 坩埚n
2410,烧毁,烧毁v
2411,理想晶体结晶器,理想n 晶体n 结晶器n
2412,单一故障准则,单一b 故障n 准则n
2413,终点判据,终点d 判据v
2414,缓发临界,缓发v 临界b
2415,瞬发临界,瞬发i 临界b
2416,临界,临界b
2417,区熔生长,区n 熔n 生长n
2418,直拉生长铜胺,直拉ns 生长n 铜胺n
2419,磁轭,磁ng 轭g
2420,居里,居里q
